Chanage,Elevation
32495.3,679.1
32487.3,679.1
32499.3,679.1
32488.3,679.1
32489.3,679.1
32496.3,679.1
32502.2,679.1
32492.3,679.1
32482.3,679.1
32497.3,679.1
32490.3,679.1
32481.3,679.1
32491.3,679.2
32494.3,679.2
32498.3,679.2
32479.3,679.2
32480.3,679.2
32493.3,679.2
32478.3,679.2
32475.3,679.2
32477.3,679.2
32476.3,679.2
32474.3,679.3
32472.3,679.3
32473.3,679.3
32471.3,679.3
32465.3,679.3
32470.3,679.4
32464.3,679.4
32463.3,679.4
32469.3,679.5
32466.3,679.5
32468.3,679.5
32467.3,679.5
32434.4,679.5
32435.4,679.6
32462.3,679.6
32433.4,679.6
32429.4,679.6
32432.4,679.6
32431.4,679.6
32436.4,679.6
32430.4,679.6
32437.4,679.7
32460.3,679.7
32427.4,679.7
32441.4,679.7
32428.4,679.7
32461.3,679.7
32335.4,679.7
32442.4,679.7
32440.4,679.7
32459.3,679.7
32444.4,679.7
32443.4,679.7
32423.4,679.7
32445.4,679.7
32336.4,679.7
32439.4,679.7
32421.4,679.7
32334.4,679.7
32447.4,679.7
32458.3,679.7
32426.4,679.7
32422.4,679.7
32438.4,679.7
32424.4,679.7
32331.4,679.7
32338.4,679.7
32448.4,679.7
32330.4,679.7
32337.4,679.8
32457.3,679.8
32420.4,679.8
32425.4,679.8
32339.4,679.8
32446.4,679.8
32419.4,679.8
32453.3,679.8
32333.4,679.8
32320.4,679.8
32325.4,679.8
32350.4,679.8
32332.4,679.8
32322.4,679.8
32367.4,679.8
32454.3,679.8
32456.3,679.8
32449.4,679.8
32324.4,679.8
32326.4,679.8
32371.4,679.8
32321.4,679.8
32416.4,679.8
32323.4,679.8
32329.4,679.8
32450.3,679.8
32328.4,679.8
32418.4,679.8
32370.4,679.8
32366.4,679.8
32368.4,679.8
32349.4,679.8
32344.4,679.8
32455.3,679.8
32345.4,679.8
32452.3,679.8
32372.4,679.8
32327.4,679.8
32417.4,679.8
32362.4,679.8
32346.4,679.8
32451.3,679.8
32342.4,679.8
32360.4,679.8
32356.4,679.8
32343.4,679.8
32363.4,679.8
32355.4,679.9
32357.4,679.9
32361.4,679.9
32369.4,679.9
32340.4,679.9
32347.4,679.9
32365.4,679.9
32374.4,679.9
32373.4,679.9
32348.4,679.9
32359.4,679.9
32415.4,679.9
32414.4,679.9
32351.4,679.9
32358.4,679.9
32319.4,679.9
32375.4,679.9
32341.4,679.9
32413.4,679.9
32376.4,679.9
32316.4,679.9
32352.4,679.9
32364.4,679.9
32317.4,679.9
32377.4,679.9
32354.4,679.9
32412.4,679.9
32407.4,680.0
32402.4,680.0
32406.4,680.0
32353.4,680.0
32378.4,680.0
32401.4,680.0
32409.4,680.0
32410.4,680.0
32408.4,680.0
32411.4,680.0
32318.4,680.0
32379.4,680.0
32400.4,680.0
32380.4,680.0
32394.4,680.0
32381.4,680.0
32403.4,680.0
32315.4,680.0
32397.4,680.0
32398.4,680.0
32404.4,680.0
32399.4,680.0
32238.6,680.0
32239.6,680.0
32405.4,680.0
32237.6,680.1
32234.6,680.1
32240.5,680.1
32386.4,680.1
32396.4,680.1
32235.6,680.1
32382.4,680.1
32395.4,680.1
32236.6,680.1
32393.4,680.1
32383.4,680.1
32387.4,680.1
32314.4,680.1
32233.6,680.1
32241.5,680.1
32313.4,680.1
32312.4,680.2
32385.4,680.2
32311.4,680.2
32388.4,680.2
32310.4,680.2
32309.4,680.2
32392.4,680.2
32389.4,680.2
32308.4,680.2
32390.4,680.2
32384.4,680.2
32391.4,680.2
32285.5,680.2
32242.5,680.2
32306.4,680.2
32307.4,680.2
32296.5,680.2
32282.5,680.2
32283.5,680.2
32232.6,680.2
32284.5,680.3
32305.4,680.3
32279.5,680.3
32229.6,680.3
32243.5,680.3
32230.6,680.3
32280.5,680.3
32274.5,680.3
32304.4,680.3
32231.6,680.3
32281.5,680.3
32228.6,680.3
32288.5,680.3
32278.5,680.3
32276.5,680.3
32272.5,680.3
32294.5,680.3
32227.6,680.3
32244.5,680.3
32277.5,680.3
32295.5,680.3
32273.5,680.3
32286.5,680.3
32303.5,680.3
32291.5,680.3
32290.5,680.3
32271.5,680.3
32289.5,680.3
32222.6,680.3
32293.5,680.3
32301.5,680.3
32287.5,680.3
32300.5,680.3
32297.5,680.3
32275.5,680.4
32226.6,680.4
32224.6,680.4
32298.5,680.4
32221.6,680.4
32299.5,680.4
32223.6,680.4
32225.6,680.4
32292.5,680.4
32302.5,680.4
32270.5,680.4
32246.5,680.4
32245.5,680.4
32247.5,680.5
32255.5,680.5
32269.5,680.5
32250.5,680.5
32248.5,680.5
32256.5,680.5
32249.5,680.5
32251.5,680.5
32266.5,680.5
32265.5,680.5
32254.5,680.6
32220.6,680.6
32253.5,680.6
32259.5,680.6
32264.5,680.6
32214.6,680.6
32261.5,680.6
32215.6,680.6
32252.5,680.6
32262.5,680.6
32260.5,680.6
32268.5,680.6
32257.5,680.6
32258.5,680.6
32267.5,680.6
32219.6,680.7
32216.6,680.7
32263.5,680.7
32213.6,680.7
32218.6,680.7
32210.6,680.7
32217.6,680.7
32211.6,680.8
32212.6,680.8
32209.6,680.8
32208.6,680.9
32207.6,680.9
32206.6,681.0
32205.6,681.1
32204.6,681.2
32203.6,681.2
32202.6,681.3
32201.6,681.4
32200.6,681.4
32199.6,681.4
32198.6,681.5
32197.6,681.5
32196.6,681.5
32195.6,681.5
32194.7,681.6
32193.7,681.6
32192.7,681.6
32191.7,681.6
32190.7,681.6
32189.7,681.6
32184.7,681.6
32181.7,681.6
32183.7,681.6
32179.7,681.6
32182.7,681.7
32188.7,681.7
32175.7,681.7
32174.7,681.7
32180.7,681.7
32176.7,681.7
32178.7,681.7
32187.7,681.7
32185.7,681.7
32177.7,681.7
32173.7,681.7
32186.7,681.7
32168.7,681.8
32167.7,681.8
32172.7,681.8
32169.7,681.9
32166.7,681.9
32164.7,681.9
32161.7,681.9
32162.7,681.9
32170.7,681.9
32171.7,682.0
32160.7,682.0
32159.7,682.0
32165.7,682.0
32163.7,682.0
32158.7,682.0
32157.7,682.0
32156.7,682.0
32155.7,682.1
32154.7,682.1
32153.7,682.1
32152.7,682.1
32151.7,682.1
32150.7,682.1
32149.7,682.2
32148.8,682.2
32147.8,682.2
32146.8,682.2
32144.8,682.2
32145.8,682.2
32060.9,682.2
32059.9,682.2
32142.8,682.3
32055.0,682.3
32056.0,682.3
32059.0,682.3
32057.0,682.3
32058.0,682.3
32054.0,682.3
32061.9,682.3
32143.8,682.3
32141.8,682.3
32053.0,682.3
32063.9,682.3
32062.9,682.3
32140.8,682.3
32064.9,682.3
32052.0,682.3
32139.8,682.4
32065.9,682.4
32066.9,682.4
32070.9,682.4
32069.9,682.4
32051.0,682.4
32138.8,682.4
32071.9,682.4
32068.9,682.4
32067.9,682.4
32072.9,682.4
32073.9,682.4
32050.0,682.5
32076.9,682.5
32137.8,682.5
32074.9,682.5
32075.9,682.5
32077.9,682.5
32078.9,682.5
32079.9,682.5
32049.0,682.5
32136.8,682.5
32080.9,682.5
32048.0,682.5
32081.9,682.6
32134.8,682.6
32135.8,682.6
32047.0,682.6
32133.8,682.6
32082.9,682.6
32132.8,682.6
32131.8,682.6
32130.8,682.6
32046.0,682.7
32129.8,682.7
32083.9,682.7
32128.8,682.7
32045.0,682.7
32044.0,682.7
32084.9,682.7
32127.8,682.7
32126.8,682.7
32043.0,682.7
32125.8,682.7
32124.8,682.8
32085.9,682.8
32042.0,682.8
32123.8,682.8
32122.8,682.8
32086.9,682.8
32121.8,682.8
32041.0,682.9
32087.9,682.9
32120.8,682.9
32040.0,682.9
32119.8,682.9
32088.9,682.9
32039.0,682.9
32118.8,682.9
32117.8,683.0
32038.0,683.0
32110.8,683.0
32111.8,683.0
32116.8,683.0
32112.8,683.0
32089.9,683.0
32109.8,683.0
32113.8,683.0
32037.0,683.0
32115.8,683.0
32114.8,683.0
32108.8,683.0
32090.9,683.0
32107.8,683.1
32036.0,683.1
32106.8,683.1
32017.0,683.1
32035.0,683.1
32019.0,683.1
32091.9,683.1
32018.0,683.1
32016.0,683.1
32015.0,683.1
32020.0,683.1
32021.0,683.1
32022.0,683.1
32034.0,683.1
32092.9,683.1
32033.0,683.1
32023.0,683.1
32014.0,683.2
32012.1,683.2
32004.1,683.2
32013.1,683.2
32105.8,683.2
32030.0,683.2
32001.1,683.2
32093.9,683.2
32003.1,683.2
32010.1,683.2
32026.0,683.2
32032.0,683.2
32031.0,683.2
32011.1,683.2
32002.1,683.2
32027.0,683.2
32024.0,683.2
32094.9,683.2
32025.0,683.2
32005.1,683.2
32029.0,683.2
32006.1,683.2
32028.0,683.2
32095.9,683.2
32104.8,683.2
32007.1,683.2
32008.1,683.2
32096.9,683.2
32009.1,683.2
32097.9,683.2
32098.9,683.2
32103.9,683.2
32099.9,683.2
32101.9,683.3
32100.9,683.3
32102.9,683.3
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
