Chainage,Elevation
93.32,731
93.34,730
93.36,728
93.38,726
93.4,727
93.42,724
93.44,724
93.46,724
93.48,727
93.5,731
93.52,732
93.54,733
93.56,734
93.58,734
93.6,736
93.62,740
93.64,742
93.66,744
93.68,746
93.7,748
93.72,753
93.74,755
93.76,756
93.78,756
93.8,757
93.82,757
93.84,757
93.86,757
93.88,757
93.9,760
93.92,761
93.94,763
93.96,764
93.98,766
94,768
94.02,771
94.04,772
94.06,770
94.08,769
94.1,764
94.12,762
94.14,761
94.16,758
94.18,758
94.2,754
94.22,753
94.24,751
94.26,750
94.28,748
94.3,748
94.32,746
94.34,744
94.36,745
94.38,743
94.4,742
94.42,740
94.44,739
94.46,735
94.48,731
94.5,731
94.52,730
94.54,726
94.56,722
94.58,718
94.6,717
94.62,717
94.64,715
94.66,713
94.68,713
94.7,715
94.72,719
94.74,722
94.76,724
94.78,725
94.8,727
94.82,729
94.84,731
94.86,734
94.88,736
94.9,738
94.92,740
94.94,743
94.96,743
94.98,744
95,745
95.02,751
95.04,753
95.06,750
95.08,748
95.1,749
95.12,750
95.14,751
95.16,750
95.18,751
95.2,753
95.22,754
95.24,756
95.26,760
95.28,761
95.3,763
95.32,763
95.34,764
95.36,764
95.38,765
95.4,765
95.42,766
95.44,766
95.46,767
95.48,769
95.5,771
95.52,773
95.54,775
95.56,776
95.58,777
95.6,778
95.62,779
95.64,781
95.66,782
95.68,784
95.7,786
95.72,786
95.74,787
95.76,788
95.78,788
95.8,788
95.82,789
95.84,789
95.86,789
95.88,789
95.9,790
95.92,790
95.94,790
95.96,790
95.98,790
96,791
96.02,792
96.04,793
96.06,794
96.08,793
96.1,793
96.12,790
96.14,789
96.16,789
96.18,788
96.2,787
96.22,789
96.24,788
96.26,787
96.28,787
96.3,784
96.32,782
96.34,782
96.36,780
96.38,779
96.4,780
96.42,780
96.44,779
96.46,781
96.48,780
96.5,780
96.52,782
96.54,782
96.56,784
96.58,784
96.6,785
96.62,785
96.64,785
96.66,785
96.68,785
96.7,785
96.72,786
96.74,788
96.76,789
96.78,788
96.8,787
96.82,786
96.84,787
96.86,787
96.88,787
96.9,788
96.92,787
96.94,786
96.96,785
96.98,784
97,781
97.02,780
97.04,779
97.06,778
97.08,776
97.1,774
97.12,776
97.14,775
97.16,771
97.18,771
97.2,772
97.22,769
97.24,765
97.26,757
97.28,755
97.3,752
97.32,750
97.34,748
97.36,746
97.38,744
97.4,741
97.42,742
97.44,742
97.46,743
97.48,742
97.5,732
97.52,729
97.54,723
97.56,721
97.58,718
97.6,715
97.62,715
97.64,713
97.66,712
97.68,711
97.7,714
97.72,713
97.74,714
97.76,715
97.78,716
97.8,718
97.82,718
97.84,718
97.86,722
97.88,722
97.9,724
97.92,725
97.94,726
97.96,729
97.98,730
98,733
98.02,734
98.04,739
98.06,740
98.08,743
98.1,744
98.12,748
98.14,752
98.16,753
98.18,755
98.2,756
98.22,758
98.24,758
98.26,762
98.28,763
98.3,768
98.32,768
98.34,771
98.36,772
98.38,776
98.4,777
98.42,780
98.44,781
98.46,783
98.48,784
98.5,784
98.52,784
98.54,784
98.56,785
98.58,785
98.6,786
98.62,786
98.64,787
98.66,787
98.68,786
98.7,786
98.72,786
98.74,786
98.76,786
98.78,786
98.8,786
98.82,786
98.84,786
98.86,786
98.88,787
98.9,787
98.92,787
98.94,788
98.96,788
98.98,789
99,790
99.02,790
99.04,790
99.06,790
99.08,790
99.1,791
99.12,792
99.14,792
99.16,793
99.18,795
99.2,796
99.22,796
99.24,796
99.26,796
99.28,796
99.3,795
99.32,796
99.34,797
99.36,797
99.38,798
99.4,799
99.42,800
99.44,801
99.46,802
99.48,803
99.5,803
99.52,803
99.54,803
99.56,804
99.58,804
99.6,805
99.62,805
99.64,805
99.66,805
99.68,804
99.7,804
99.72,803
99.74,802
99.76,802
99.78,801
99.8,801
99.82,801
99.84,800
99.86,800
99.88,799
99.9,798
99.92,797
99.94,797
99.96,796
99.98,795
100,794
100.02,794
100.04,792
100.06,791
100.08,790
100.1,788
100.12,788
100.14,786
100.16,786
100.18,785
100.2,785
100.22,784
100.24,784
100.26,783
100.28,782
100.3,782
100.32,782
100.34,782
100.36,781
100.38,781
100.4,780
100.42,779
100.44,778
100.46,777
100.48,776
100.5,775
100.52,774
100.54,774
100.56,773
100.58,772
100.6,771
100.62,768
100.64,766
100.66,765
100.68,763
100.7,761
100.72,760
100.74,757
100.76,754
100.78,752
100.8,749
100.82,746
100.84,744
100.86,743
100.88,742
100.9,741
100.92,740
100.94,738
100.96,738
100.98,736
101,733
101.02,733
101.04,732
101.06,730
101.08,729
101.1,727
101.12,726
101.14,725
101.16,723
101.18,721
101.2,721
101.22,719
101.24,717
101.26,717
101.28,715
101.3,714
101.32,714
101.34,713
101.36,713
101.38,709
101.4,709
101.42,709
101.44,709
101.46,710
101.48,710
101.5,710
101.52,710
101.54,710
101.56,710
101.58,711
101.6,709
101.62,707
101.64,706
101.66,705
101.68,704
101.7,704
101.72,705
101.74,707
101.76,706
101.78,707
101.8,708
101.82,709
101.84,709
101.86,710
101.88,710
101.9,711
101.92,712
101.94,714
101.96,716
101.98,719
102,721
102.02,723
102.04,725
102.06,729
102.08,730
102.1,733
102.12,735
102.14,737
102.16,740
102.18,742
102.2,746
102.22,748
102.24,749
102.26,751
102.28,752
102.3,754
102.32,756
102.34,761
102.36,764
102.38,766
102.4,768
102.42,769
102.44,769
102.46,770
102.48,771
102.5,770
102.52,770
102.54,768
102.56,768
102.58,767
102.6,765
102.62,761
102.64,759
102.66,757
102.68,753
102.7,750
102.72,748
102.74,746
102.76,742
102.78,740
102.8,739
102.82,737
102.84,736
102.86,735
102.88,734
102.9,734
102.92,733
102.94,732
102.96,732
102.98,731
103,731
103.02,731
103.04,731
103.06,732
103.08,732
103.1,733
103.12,734
103.14,734
103.16,736
103.18,737
103.2,738
103.22,739
103.24,740
103.26,742
103.28,743
103.3,745
103.32,749
103.34,750
103.36,752
103.38,752
103.4,753
103.42,754
103.44,754
103.46,754
103.48,755
103.5,756
103.52,757
103.54,759
103.56,760
103.58,762
103.6,763
103.62,766
103.64,767
103.66,769
103.68,770
103.7,772
103.72,773
103.74,774
103.76,775
103.78,776
103.8,778
103.82,779
103.84,780
103.86,781
103.88,783
103.9,785
103.92,788
103.94,788
103.96,788
103.98,789
104,791
104.02,791
104.04,790
104.06,791
104.08,792
104.1,793
104.12,794
104.14,795
104.16,795
104.18,795
104.2,795
104.22,796
104.24,797
104.26,797
104.28,798
104.3,797
104.32,797
104.34,797
104.36,797
104.38,797
104.4,796
104.42,795
104.44,795
104.46,791
104.48,790
104.5,785
104.52,781
104.54,781
104.56,778
104.58,780
104.6,780
104.62,778
104.64,779
104.66,778
104.68,779
104.7,778
104.72,778
104.74,779
104.76,778
104.78,779
104.8,777
104.82,777
104.84,777
104.86,779
104.88,780
104.9,780
104.92,782
104.94,783
104.96,785
104.98,786
105,788
105.02,789
105.04,794
105.06,793
105.08,796
105.1,798
105.12,801
105.14,801
105.16,802
105.18,802
105.2,802
105.22,802
105.24,801
105.26,801
105.28,799
105.3,798
105.32,798
105.34,798
105.36,798
105.38,798
105.4,797
105.42,797
105.44,796
105.46,795
105.48,795
105.5,794
105.52,794
105.54,794
105.56,793
105.58,793
105.6,793
105.62,792
105.64,792
105.66,792
105.68,791
105.7,790
105.72,789
105.74,788
105.76,788
105.78,786
105.8,785
105.82,784
105.84,783
105.86,782
105.88,780
105.9,779
105.92,777
105.94,776
105.96,776
105.98,775
106,774
106.02,772
106.04,772
106.06,772
106.08,771
106.1,770
106.12,769
106.14,768
106.16,768
106.18,768
106.2,766
106.22,765
106.24,764
106.26,763
106.28,761
106.3,760
106.32,758
106.34,757
106.36,755
106.38,754
106.4,752
106.42,751
106.44,749
106.46,747
106.48,745
106.5,743
106.52,740
106.54,738
106.56,732
106.58,730
106.6,729
106.62,726
106.64,725
106.66,725
106.68,724
106.7,724
106.72,724
106.74,723
106.76,723
106.78,724
106.8,723
106.82,723
106.84,722
106.86,722
106.88,722
106.9,721
106.92,719
106.94,717
106.96,717
106.98,719
107,719
107.02,720
107.04,721
107.06,721
107.08,721
107.1,721
107.12,721
107.14,721
107.16,720
107.18,720
107.2,723
107.22,723
107.24,726
107.26,727
107.28,727
107.3,728
107.32,729
107.34,728
107.36,729
107.38,728
107.4,728
107.42,728
107.44,727
107.46,727
107.48,727
107.5,726
107.52,726
107.54,726
107.56,726
107.58,726
107.6,725
107.62,725
107.64,725
107.66,723
107.68,724
107.7,724
107.72,725
107.74,726
107.76,725
107.78,726
107.8,726
107.82,724
107.84,724
107.86,723
107.88,723
107.9,724
107.92,723
107.94,724
107.96,723
107.98,724
108,723
108.02,724
108.04,723
108.06,723
108.08,722
108.1,722
108.12,721
108.14,719
108.16,719
108.18,718
108.2,719
108.22,720
108.24,720
108.26,720
108.28,720
108.3,718
108.32,718
108.34,716
108.36,715
108.38,714
108.4,713
108.42,713
108.44,712
108.46,712
108.48,710
108.5,711
108.52,710
108.54,709
108.56,707
108.58,705
108.6,705
108.62,706
108.64,704
108.66,704
108.68,703
108.7,703
108.72,703
108.74,703
108.76,702
108.78,701
108.8,698
108.82,695
108.84,694
108.86,695
108.88,696
108.9,697
108.92,697
108.94,696
108.96,696
108.98,695
109,695
109.02,694
109.04,694
109.06,694
109.08,694
109.1,693
109.12,693
109.14,694
109.16,694
109.18,694
109.2,695
109.22,695
109.24,694
109.26,694
109.28,693
109.3,693
109.32,694
109.34,693
109.36,694
109.38,695
109.4,695
109.42,695
109.44,696
109.46,696
109.48,696
109.5,697
109.52,696
109.54,697
109.56,698
109.58,700
109.6,700
109.62,702
109.64,702
109.66,702
109.68,702
109.7,702
109.72,703
109.74,703
109.76,703
109.78,702
109.8,701
109.82,700
109.84,699
109.86,700
109.88,700
109.9,700
109.92,700
109.94,700
109.96,702
109.98,702
110,703
110.02,704
110.04,705
110.06,705
110.08,705
110.1,704
110.12,704
110.14,706
110.16,707
110.18,708
110.2,708
110.22,708
110.24,708
110.26,708
110.28,708
110.3,708
110.32,708
110.34,708
110.36,706
110.38,708
110.4,709
110.42,709
110.44,710
110.46,711
110.48,712
110.5,713
110.52,713
110.54,713
110.56,713
110.58,713
110.6,714
110.62,715
110.64,715
110.66,715
110.68,715
110.7,715
110.72,715
110.74,715
110.76,715
110.78,716
110.8,719
110.82,718
110.84,718
110.86,718
110.88,717
110.9,716
110.92,716
110.94,716
110.96,717
110.98,717
111,717
111.02,717
111.04,717
111.06,716
111.08,716
111.1,716
111.12,717
111.14,717
111.16,717
111.18,718
111.2,717
111.22,717
111.24,716
111.26,716
111.28,715
111.3,715
111.32,714
111.34,714
111.36,714
111.38,712
111.4,711
111.42,710
111.44,710
111.46,709
111.48,709
111.5,709
111.52,708
111.54,709
111.56,708
111.58,707
111.6,707
111.62,707
111.64,707
111.66,707
111.68,708
111.7,708
111.72,708
111.74,709
111.76,709
111.78,710
111.8,709
111.82,710
111.84,710
111.86,710
111.88,710
111.9,711
111.92,710
111.94,711
111.96,710
111.98,709
112,709
112.02,709
112.04,708
112.06,708
112.08,707
112.1,707
112.12,706
112.14,706
112.16,704
112.18,704
112.2,705
112.22,706
112.24,707
112.26,708
112.28,708
112.3,709
112.32,709
112.34,710
112.36,710
112.38,710
112.4,710
112.42,709
112.44,708
112.46,707
112.48,706
112.5,706
112.52,707
112.54,707
112.56,708
112.58,708
112.6,707
112.62,707
112.64,707
112.66,708
112.68,708
112.7,708
112.72,708
112.74,708
112.76,708
112.78,708
112.8,707
112.82,706
112.84,707
112.86,706
112.88,705
112.9,705
112.92,705
112.94,704
112.96,704
112.98,704
113,703
113.02,703
113.04,704
113.06,703
113.08,703
113.1,702
113.12,702
113.14,703
113.16,703
113.18,703
113.2,704
113.22,703
113.24,703
113.26,702
113.28,701
113.3,701
113.32,700
113.34,700
113.36,699
113.38,699
113.4,698
113.42,698
113.44,698
113.46,697
113.48,697
113.5,697
113.52,696
113.54,695
113.56,695
113.58,695
113.6,695
113.62,695
113.64,693
,691.5
113.66,#REF!
113.68,#REF!
,#REF!
113.7,#REF!
113.72,#REF!
113.74,#REF!
113.76,#REF!
113.78,#REF!
,#REF!
113.8,#REF!
,#REF!
113.82,#REF!
113.84,#REF!
113.86,#REF!
113.88,#REF!
113.9,#REF!
113.92,#REF!
113.94,#REF!
,#REF!
113.96,605
114,#REF!
114.02,#REF!
114.04,#REF!
114.06,#REF!
114.08,#REF!
114.1,#REF!
114.12,#REF!
114.14,#REF!
,#REF!
114.16,#REF!
114.18,#REF!
114.2,#REF!
114.22,#REF!
114.24,#REF!
,669.3
114.26,670
114.28,670
114.3,670
114.32,670
114.34,670
114.36,670
114.38,669
114.4,669
114.42,670
114.44,670
114.46,671
114.48,672
114.5,672
114.52,673
114.54,674
114.56,674
114.58,674
114.6,675
114.62,674
114.64,674
114.66,673
114.68,672
114.7,672
114.72,672
114.74,672
114.76,671
114.78,671
114.8,672
114.82,672
114.84,673
114.86,673
114.88,673
114.9,673
114.92,674
114.94,674
114.96,674
114.98,673
115,673
115.02,672
115.04,672
115.06,672
115.08,671
115.1,671
115.12,671
115.14,672
115.16,671
115.18,671
115.2,671
115.22,671
115.24,670
115.26,670
115.28,670
115.3,669
115.32,669
115.34,668
115.36,668
115.38,668
115.4,668
115.42,668
115.44,669
115.46,669
115.48,670
115.5,671
115.52,671
115.54,670
115.56,670
115.58,670
115.6,670
115.62,670
115.64,670
115.66,670
115.68,671
115.7,671
115.72,672
115.74,672
115.76,672
115.78,673
115.8,673
115.82,674
115.84,675
115.86,675
115.88,675
115.9,675
115.92,675
115.94,675
115.96,675
115.98,675
116,675
116.02,674
116.04,674
116.06,674
116.08,674
116.1,674
116.12,674
116.14,674
116.16,673
116.18,673
116.2,672
116.22,672
116.24,672
116.26,673
116.28,673
116.3,674
116.32,675
116.34,673
116.36,672
116.38,672
116.4,671
116.42,671
116.44,671
116.46,671
116.48,671
116.5,671
116.52,670
116.54,670
116.56,669
116.58,669
116.6,669
116.62,669
116.64,669
116.66,668
116.68,668
116.7,668
116.72,668
116.74,667
116.76,667
116.78,667
116.8,667
116.82,667
116.84,667
116.86,666
116.88,667
116.9,667
116.92,669
116.94,669
116.96,667
116.98,667
117,667
117.02,667
117.04,667
117.06,667
117.08,667
117.1,667
117.12,667
117.14,667
117.16,668
117.18,669
117.2,668
117.22,668
117.24,668
117.26,668
117.28,668
117.3,668
117.32,668
117.34,668
117.36,667
117.38,667
117.4,667
117.42,667
117.44,668
117.46,668
117.48,668
117.5,668
117.52,667
117.54,667
117.56,667
117.58,667
117.6,666
117.62,666
117.64,666
117.66,665
117.68,665
117.7,665
117.72,664
117.74,664
117.76,664
117.78,664
117.8,664
117.82,665
117.84,665
117.86,664
117.88,664
117.9,664
117.92,664
117.94,665
117.96,665
117.98,666
118,667
118.02,668
118.04,667
118.06,667
118.08,666
118.1,666
118.12,666
118.14,666
118.16,666
118.18,667
118.2,667
118.22,667
118.24,666
118.26,667
118.28,667
118.3,666
118.32,666
118.34,666
118.36,666
118.38,666
118.4,666
118.42,667
118.44,667
118.46,667
118.48,667
118.5,668
118.52,667
118.54,666
118.56,666
118.58,666
118.6,668
118.62,668
118.64,669
118.66,668
118.68,667
118.7,666
118.72,664
118.74,663
118.76,662
118.78,662
118.8,663
118.82,664
118.84,667
118.86,668
118.88,668
118.9,667
118.92,666
118.94,665
118.96,665
118.98,666
119,665
119.02,665
119.04,665
119.06,663
119.08,663
119.1,665
119.12,665
119.14,666
119.16,666
119.18,666
119.2,666
119.22,666
119.24,666
119.26,666
119.28,666
119.3,665
119.32,665
119.34,665
119.36,664
119.38,664
119.4,663
119.42,664
119.44,664
119.46,664
119.48,664
119.5,665
119.52,665
119.54,665
119.56,665
119.58,667
119.6,667
119.62,667
119.64,667
119.66,669
119.68,670
119.7,671
119.72,670
119.74,669
119.76,668
119.78,667
119.8,666
119.82,666
119.84,667
119.86,667
119.88,667
119.9,667
119.92,668
119.94,668
119.96,667
119.98,666
120,667
120.02,666
120.04,667
120.06,668
120.08,670
120.1,671
120.12,670
120.14,670
120.16,669
120.18,668
120.2,669
120.22,669
120.24,670
120.26,670
120.28,670
120.3,670
120.32,669
120.34,669
120.36,670
120.38,670
120.4,670
120.42,671
120.44,672
120.46,672
120.48,673
120.5,672
120.52,672
120.54,671
120.56,671
120.58,671
120.6,670
120.62,670
120.64,670
120.66,670
120.68,670
120.7,670
120.72,671
120.74,672
120.76,673
120.78,674
120.8,673
120.82,673
120.84,672
120.86,671
120.88,670
120.9,670
120.92,669
120.94,669
120.96,669
120.98,669
121,669
121.02,669
121.04,669
121.06,670
121.08,670
121.1,670
121.12,670
121.14,670
121.16,670
121.18,670
121.2,671
121.22,671
121.24,671
121.26,670
121.28,670
121.3,670
121.32,670
121.34,670
121.36,669
121.38,669
121.4,669
121.42,669
121.44,669
121.46,669
121.48,669
121.5,669
121.52,669
121.54,669
121.56,669
121.58,668
121.6,668
121.62,668
121.64,668
121.66,668
121.68,668
121.7,668
121.72,667
121.74,667
121.76,666
121.78,664
121.8,661
121.82,661
121.84,661
121.86,660
121.88,661
121.9,661
121.92,661
121.94,661
121.96,663
121.98,662
122,661
122.02,661
122.04,665
122.06,666
,
122.08,662
122.1,660
122.12,661
122.14,661
122.16,661
122.18,661
122.2,661
122.22,661
122.24,661
122.26,661
122.28,661
122.3,662
122.32,662
122.34,663
122.36,663
122.38,663
122.4,662
122.42,662
122.44,662
122.46,662
122.48,662
122.5,662
122.52,663
122.54,663
122.56,663
122.58,663
122.6,663
122.62,665
122.64,665
122.66,665
122.68,665
122.7,664
122.72,664
122.74,663
122.76,663
122.78,664
122.8,664
122.82,664
122.84,664
122.86,664
122.88,663
122.9,663
122.92,663
122.94,662
122.96,662
122.98,662
123,662
123.02,662
123.04,662
123.06,662
123.08,662
123.1,662
123.12,661
123.14,661
123.16,661
123.18,661
123.2,661
123.22,661
123.24,660
123.26,661
123.28,660
123.3,660
123.32,660
123.34,660
123.36,661
123.38,663
123.4,663
123.42,664
123.44,665
123.46,666
123.48,666
123.5,666
123.52,667
123.54,668
123.56,668
123.58,669
123.6,669
123.62,669
123.64,669
123.66,669
123.68,669
123.7,669
123.72,668
123.74,671
123.76,671
123.78,674
123.8,677
123.82,678
123.84,678
123.86,679
123.88,680
123.9,682
123.92,683
123.94,683
123.96,684
123.98,686
124,688
124.02,690
124.04,691
124.06,691
124.08,692
124.1,693
124.12,694
124.14,695
124.16,696
124.18,696
124.2,697
124.22,698
124.24,700
124.26,701
124.28,703
124.3,703
124.32,704
124.34,704
124.36,703
124.38,703
124.4,704
124.42,704
124.44,705
124.46,705
124.48,705
124.5,705
124.52,705
124.54,705
124.56,704
124.58,704
124.6,705
124.62,705
124.64,705
124.66,705
124.68,705
124.7,706
124.72,706
124.74,706
124.76,706
124.78,708
124.8,708
124.82,710
124.84,711
124.86,711
124.88,711
124.9,711
124.92,711
124.94,712
124.96,713
124.98,713
125,714
125.02,714
125.04,714
125.06,714
125.08,713
125.1,712
125.12,711
125.14,713
125.16,713
125.18,713
125.2,714
125.22,713
125.24,712
125.26,711
125.28,712
125.3,712
125.32,712
125.34,711
125.36,710
125.38,710
125.4,710
125.42,710
125.44,710
125.46,709
125.48,709
125.5,708
125.52,708
125.54,707
125.56,706
125.58,706
125.6,705
125.62,704
125.64,704
125.66,704
125.68,703
125.7,702
125.72,701
125.74,701
125.76,701
125.78,701
125.8,700
125.82,699
125.84,698
125.86,698
125.88,698
125.9,697
125.92,695
125.94,695
125.96,694
125.98,694
126,694
126.02,694
126.04,693
126.06,693
126.08,693
126.1,693
126.12,694
126.14,694
126.16,695
126.18,696
126.2,695
126.22,695
126.24,694
126.26,693
126.28,693
126.3,692
126.32,693
126.34,692
126.36,692
126.38,692
126.4,692
126.42,692
126.44,692
126.46,692
126.48,692
126.5,690
126.52,689
126.54,689
126.56,689
126.58,688
126.6,688
126.62,688
126.64,688
126.66,688
126.68,688
126.7,689
126.72,689
126.74,689
126.76,690
126.78,690
126.8,690
126.82,690
126.84,690
126.86,690
126.88,690
126.9,690
126.92,689
126.94,689
126.96,689
126.98,689
127,689
127.02,689
127.04,688
127.06,689
127.08,688
127.1,688
127.12,688
127.14,688
127.16,688
127.18,688
127.2,688
127.22,688
127.24,688
127.26,688
127.28,687
127.3,687
127.32,687
127.34,686
127.36,687
127.38,687
127.4,687
127.42,687
127.44,687
127.46,687
127.48,686
127.5,686
127.52,686
127.54,686
127.56,686
127.58,686
127.6,686
127.62,686
127.64,686
127.66,686
127.68,686
127.7,686
127.72,686
127.74,686
127.76,686
127.78,686
127.8,686
127.82,686
127.84,686
127.86,686
127.88,686
127.9,686
127.92,686
127.94,686
127.96,685
127.98,685
128,685
128.02,684
128.04,684
128.06,684
128.08,684
128.1,684
128.12,684
128.14,683
128.16,683
128.18,682
128.2,682
128.22,682
128.24,682
128.26,682
128.28,680
128.3,680
128.32,680
128.34,680
128.36,680
128.38,680
128.4,680
128.42,679
128.44,679
128.46,679
128.48,678
128.5,678
128.52,678
128.54,678
128.56,678
128.58,678
128.6,678
128.62,677
128.64,677
128.66,677
128.68,677
128.7,677
128.72,676
128.74,676
128.76,676
128.78,676
128.8,675
128.82,675
128.84,675
128.86,675
128.88,675
128.9,675
128.92,675
128.94,675
128.96,675
128.98,675
129,675
129.02,674
129.04,674
129.06,674
129.08,674
129.1,674
129.12,674
129.14,674
129.16,674
129.18,674
129.2,674
129.22,674
129.24,674
129.26,674
129.28,674
129.3,674
129.32,674
129.34,674
129.36,674
129.38,674
129.4,673
129.42,673
129.44,673
129.46,674
129.48,675
129.5,675
129.52,675
129.54,674
129.56,673
129.58,673
129.6,673
129.62,673
129.64,673
129.66,673
129.68,673
129.7,673
129.72,672
129.74,672
129.76,672
129.78,672
129.8,672
129.82,672
129.84,672
129.86,672
129.88,672
129.9,672
129.92,671
129.94,670
129.96,670
129.98,671
130,671
130.02,671
130.04,671
130.06,670
130.08,670
130.1,670
130.12,670
130.14,668
130.16,667
130.18,666
130.2,666
130.22,667
130.24,667
130.26,667
130.28,668
130.3,668
130.32,668
130.34,667
130.36,667
130.38,667
130.4,667
130.42,667
130.44,668
130.46,668
130.48,668
130.5,668
130.52,668
130.54,668
130.56,668
130.58,668
130.6,667
130.62,667
130.64,667
130.66,667
130.68,667
130.7,667
130.72,666
130.74,666
130.76,665
130.78,665
130.8,665
130.82,665
130.84,665
130.86,665
130.88,664
130.9,663
130.92,663
130.94,662
130.96,662
130.98,662
131,662
131.02,662
131.04,662
131.06,662
131.08,661
131.1,661
131.12,661
131.14,660
131.16,658
131.18,655
131.2,653
131.22,652
131.24,651
131.26,651
131.28,651
131.3,650
131.32,649
131.34,648
131.36,648
131.38,646
131.4,645
131.42,645
131.44,644
131.46,643
131.48,643
131.5,643
131.52,643
131.54,642
131.56,642
131.58,641
131.6,641
131.62,641
131.64,641
131.66,641
131.68,640
131.7,640
131.72,639
131.74,639
131.76,638
131.78,637
131.8,636
131.82,636
131.84,636
131.86,636
131.88,637
131.9,636
131.92,636
131.94,635
131.96,635
131.98,635
132,635
132.02,634
132.04,632
132.06,631
132.08,630
132.1,630
132.12,630
132.14,631
132.16,631
132.18,630
132.2,629
132.22,629
132.24,628
132.26,628
132.28,627
132.3,627
132.32,626
132.34,625
132.36,625
132.38,625
132.4,625
132.42,624
132.44,624
132.46,624
132.48,625
132.5,625
132.52,625
132.54,624
132.56,624
132.58,623
132.6,616
132.62,609
132.64,603
132.66,604
132.68,600
132.7,596
132.72,593
132.74,600
132.76,606
132.78,610
132.8,610
132.82,614
132.84,617
132.86,620
132.88,620
132.9,620
132.92,620
132.94,620
132.96,620
132.98,620
133,620
133.02,620
133.04,620
133.06,620
133.08,620
133.1,620
133.12,620
133.14,620
133.16,620
133.18,620
133.2,620
133.22,620
133.24,620
133.26,620
133.28,620
133.3,621
133.32,621
133.34,621
133.36,621
133.38,621
133.4,622
133.42,622
133.44,623
133.46,623
133.48,623
133.5,623
133.52,624
133.54,623
133.56,622
133.58,622
133.6,621
133.62,621
133.64,621
133.66,621
133.68,620
133.7,619
133.72,619
133.74,619
133.76,619
133.78,619
133.8,619
133.82,618
133.84,618
133.86,618
133.88,617
133.9,616
133.92,617
133.94,617
133.96,616
133.98,616
134,615
134.02,614
134.04,614
134.06,614
134.08,614
134.1,615
134.12,614
134.14,613
134.16,612
134.18,612
134.2,612
134.22,613
134.24,613
134.26,613
134.28,612
134.3,612
134.32,612
134.34,612
134.36,612
134.38,612
134.4,610
134.42,610
134.44,609
134.46,611
134.48,611
134.5,611
134.52,610
134.54,609
134.56,608
134.58,608
134.6,606
134.62,606
134.64,607
134.66,605
134.68,602
134.7,599
134.72,593
134.74,593
134.76,590
134.78,590
134.8,586
134.82,585
134.84,576
134.86,570
134.88,559
134.9,557
134.92,548
134.94,545
134.96,536
134.98,535
135,528
135.02,525
135.04,517
135.06,515
135.08,509
135.1,503
135.12,502
135.14,497
135.16,494
135.18,493
135.2,493
135.22,493
135.24,492
135.26,492
135.28,492
135.3,492
135.32,492
135.34,493
135.36,493
135.38,493
135.4,492
135.42,491
135.44,489
135.46,490
135.48,490
135.5,489
135.52,489
135.54,488
135.56,486
135.58,487
135.6,487
135.62,488
135.64,488
135.66,489
135.68,489
135.7,489
135.72,489
135.74,489
135.76,489
135.78,489
135.8,489
135.82,489
135.84,489
135.86,489
135.88,489
135.9,489
135.92,490
135.94,490
135.96,491
135.98,490
136,490
136.02,490
136.04,488
136.06,487
136.08,487
136.1,487
136.12,487
136.14,486
136.16,486
136.18,486
136.2,485
136.22,485
136.24,484
136.26,484
136.28,484
136.3,485
136.32,484
136.34,483
136.36,482
136.38,482
,
136.4,481
136.42,481
136.44,480
136.46,480
136.48,480
136.5,480
136.52,480
136.54,480
136.56,479
136.58,479
136.6,479
136.62,480
136.64,481
136.66,483
136.68,482
136.7,483
136.72,484
136.74,484
136.76,484
136.78,484
136.8,484
136.82,484
136.84,484
136.86,484
136.88,484
136.9,485
136.92,485
136.94,485
136.96,485
136.98,485
137,486
137.02,487
137.04,488
137.06,488
137.08,489
137.1,488
137.12,488
137.14,488
137.16,488
137.18,488
137.2,488
137.22,488
137.24,488
137.26,488
137.28,489
137.3,490
137.32,490
137.34,490
137.36,490
137.38,492
137.4,493
137.42,495
137.44,495
137.46,494
137.48,491
137.5,490
137.52,489
137.54,489
137.56,489
137.58,487
137.6,487
137.62,487
137.64,487
137.66,487
137.68,486
137.7,486
137.72,486
137.74,486
137.76,485
137.78,484
137.8,483
137.82,481
137.84,482
137.86,480
137.88,481
137.9,480
137.92,478
137.94,478
137.96,477
137.98,478
138,477
138.02,477
138.04,476
138.06,476
138.08,477
138.1,476
138.12,477
138.14,476
138.16,477
138.18,476
138.2,476
138.22,477
138.24,477
138.26,477
138.28,477
138.3,477
138.32,477
138.34,477
138.36,477
138.38,477
138.4,477
138.42,478
138.44,478
138.46,478
138.48,479
138.5,479
138.52,479
138.54,479
138.56,479
138.58,479
138.6,479
138.62,478
138.64,478
138.66,478
138.68,477
138.7,476
138.72,474
138.74,472
138.76,473
138.78,471
138.8,470
138.82,470
138.84,470
138.86,470
138.88,470
138.9,469
138.92,468
138.94,467
138.96,466
138.98,467
139,465
139.02,464
139.04,462
139.06,#REF!
139.08,#REF!
139.1,#REF!
139.12,#REF!
139.14,#REF!
139.16,#REF!
139.18,#REF!
139.2,#REF!
139.22,#REF!
139.24,#REF!
139.26,#REF!
139.28,#REF!
139.3,#REF!
139.32,#REF!
139.34,#REF!
139.36,#REF!
139.38,#REF!
139.4,#REF!
139.42,#REF!
139.44,#REF!
139.46,386
139.48,386
139.5,386
139.52,386
139.54,386
139.56,386
139.58,386
139.6,386
139.62,386
