Chainage,Elevation
46.64,870
46.66,869
46.68,869
46.7,868
46.72,868
46.74,867
46.76,867
46.78,866
46.8,865
46.82,865
46.84,864
46.86,864
46.88,863
46.9,863
46.92,864
46.94,864
46.96,863
46.98,863
47,863
47.02,863
47.04,865
47.06,865
47.08,864
47.1,867
47.12,868
47.14,871
47.16,875
47.18,881
47.2,884
47.22,884
47.24,886
47.26,888
47.28,891
47.3,892
47.32,893
47.34,893
47.36,894
47.38,894
47.4,894
47.42,894
47.44,894
47.46,894
47.48,894
47.5,894
47.52,895
47.54,895
47.56,895
47.58,895
47.6,896
47.62,896
47.64,896
47.66,896
47.68,896
47.7,896
47.72,895
47.74,895
47.76,895
47.78,895
47.8,895
47.82,895
47.84,894
47.86,894
47.88,893
47.9,893
47.92,892
47.94,892
47.96,892
47.98,892
48,892
48.02,893
48.04,893
48.06,893
48.08,893
48.1,893
48.12,893
48.14,893
48.16,892
48.18,892
48.2,891
48.22,891
48.24,890
48.26,890
48.28,889
48.3,889
48.32,887
48.34,886
48.36,885
48.38,884
48.4,884
48.42,882
48.44,881
48.46,880
,
48.48,879
48.5,877
48.52,877
48.54,877
48.56,875
48.58,875
48.6,873
48.62,873
48.64,871
48.66,870
48.68,869
48.7,868
48.72,866
48.74,864
48.76,863
48.78,860
48.8,860
48.82,860
48.84,861
48.86,861
48.88,860
48.9,858
48.92,857
48.94,856
48.96,856
48.98,853
49,852
49.02,852
49.04,851
49.06,851
49.08,850
49.1,850
49.12,849
49.14,849
49.16,848
49.18,847
49.2,846
49.22,846
49.24,844
49.26,843
49.28,842
49.3,841
49.32,840
49.34,840
49.36,840
49.38,839
49.4,838
49.42,836
49.44,836
49.46,836
49.48,837
49.5,837
49.52,836
49.54,836
49.56,835
49.58,834
49.6,833
49.62,833
49.64,832
49.66,831
49.68,830
49.7,829
49.72,828
49.74,827
49.76,827
49.78,826
49.8,826
49.82,825
49.84,823
49.86,821
49.88,821
49.9,820
49.92,819
49.94,818
49.96,817
49.98,815
50,813
50.02,813
50.04,812
50.06,811
50.08,810
50.1,810
50.12,807
50.14,805
50.16,804
50.18,801
50.2,800
50.22,798
50.24,798
50.26,796
50.28,796
50.3,794
50.32,793
50.34,791
50.36,791
50.38,790
50.4,790
50.42,790
50.44,790
50.46,790
50.48,789
50.5,788
50.52,787
50.54,786
50.56,783
50.58,782
50.6,780
50.62,784
50.64,786
50.66,785
50.68,784
50.7,790
50.72,792
50.74,793
50.76,794
50.78,795
50.8,797
50.82,801
50.84,802
50.86,803
50.88,806
50.9,807
50.92,809
50.94,810
50.96,812
50.98,812
51,815
51.02,816
51.04,819
51.06,822
51.08,823
51.1,826
51.12,825
51.14,826
51.16,826
51.18,827
51.2,827
51.22,828
51.24,828
51.26,830
51.28,831
51.3,832
51.32,835
51.34,836
51.36,837
51.38,838
51.4,840
51.42,841
51.44,844
51.46,845
51.48,847
51.5,847
51.52,848
51.54,849
51.56,849
51.58,849
51.6,848
51.62,848
51.64,848
51.66,849
51.68,849
51.7,848
51.72,847
51.74,845
51.76,845
51.78,845
51.8,843
51.82,842
51.84,838
51.86,838
51.88,836
51.9,835
51.92,835
51.94,835
51.96,834
51.98,830
52,830
52.02,830
52.04,830
52.06,829
52.08,828
52.1,826
52.12,827
52.14,830
52.16,831
52.18,832
52.2,833
52.22,834
52.24,835
52.26,836
52.28,835
52.3,836
52.32,837
52.34,839
52.36,840
52.38,841
52.4,842
52.42,842
52.44,842
52.46,841
52.48,841
52.5,843
52.52,844
52.54,845
52.56,842
52.58,841
52.6,840
52.62,838
52.64,835
52.66,830
52.68,830
52.7,832
52.72,831
52.74,828
52.76,825
52.78,824
52.8,824
52.82,823
52.84,824
52.86,823
52.88,821
52.9,822
52.92,819
52.94,815
52.96,817
52.98,818
53,817
53.02,819
53.04,818
53.06,818
53.08,818
53.1,818
53.12,817
53.14,818
53.16,815
53.18,815
53.2,817
53.22,817
53.24,816
53.26,819
53.28,820
53.3,820
53.32,825
53.34,828
53.36,829
53.38,833
53.4,836
53.42,836
53.44,839
53.46,842
53.48,843
53.5,846
53.52,847
53.54,847
53.56,848
53.58,850
53.6,850
53.62,852
53.64,854
53.66,856
53.68,858
53.7,861
53.72,862
53.74,865
53.76,866
53.78,867
53.8,869
53.82,869
53.84,869
53.86,870
53.88,869
53.9,869
53.92,869
53.94,869
53.96,869
53.98,869
54,867
54.02,867
54.04,867
54.06,867
54.08,867
54.1,867
54.12,868
54.14,868
54.16,870
54.18,872
54.2,873
54.22,874
54.24,874
54.26,875
54.28,877
54.3,876
54.32,878
54.34,877
54.36,875
54.38,873
54.4,871
54.42,870
54.44,869
54.46,868
54.48,867
54.5,865
54.52,863
54.54,863
54.56,860
54.58,859
54.6,858
54.62,855
54.64,852
54.66,852
54.68,849
54.7,851
54.72,853
54.74,853
54.76,853
54.78,854
54.8,853
54.82,852
54.84,852
54.86,851
54.88,849
54.9,851
54.92,849
54.94,849
54.96,850
54.98,846
55,844
55.02,844
55.04,847
55.06,848
55.08,848
55.1,848
55.12,847
55.14,847
55.16,845
55.18,844
55.2,845
55.22,842
55.24,842
55.26,838
55.28,834
55.3,833
55.32,828
55.34,826
55.36,825
55.38,824
55.4,822
55.42,821
55.44,820
55.46,819
55.48,819
55.5,818
55.52,816
55.54,815
55.56,813
55.58,811
55.6,811
55.62,810
55.64,809
55.66,809
55.68,809
55.7,808
55.72,808
55.74,808
55.76,808
55.78,808
55.8,806
55.82,812
55.84,813
55.86,813
55.88,813
55.9,814
55.92,817
55.94,821
55.96,823
55.98,827
56,830
56.02,831
56.04,833
56.06,836
56.08,837
56.1,839
56.12,841
56.14,841
56.16,841
56.18,841
56.2,841
56.22,842
56.24,842
56.26,843
56.28,841
56.3,841
56.32,840
56.34,840
56.36,840
56.38,839
56.4,839
56.42,840
56.44,840
56.46,839
56.48,841
56.5,841
56.52,841
56.54,842
56.56,843
56.58,843
56.6,844
56.62,844
56.64,844
56.66,846
56.68,846
56.7,847
56.72,848
56.74,849
56.76,851
56.78,852
56.8,854
56.82,855
56.84,856
56.86,859
56.88,862
56.9,863
56.92,863
56.94,864
56.96,865
56.98,865
57,865
57.02,866
57.04,866
57.06,866
57.08,866
57.1,866
57.12,866
57.14,866
57.16,866
57.18,865
57.2,865
57.22,864
57.24,864
57.26,862
57.28,862
57.3,860
57.32,860
57.34,860
57.36,860
57.38,860
57.4,860
57.42,862
57.44,863
57.46,860
57.48,859
57.5,858
57.52,857
57.54,856
57.56,855
57.58,853
57.6,853
57.62,852
57.64,850
57.66,849
57.68,848
57.7,847
57.72,845
57.74,845
57.76,846
57.78,845
57.8,845
57.82,845
57.84,844
57.86,843
57.88,842
57.9,841
57.92,840
57.94,839
57.96,839
57.98,838
58,839
58.02,840
58.04,838
58.06,839
58.08,837
58.1,837
58.12,836
58.14,834
58.16,834
58.18,832
58.2,831
58.22,830
58.24,830
58.26,830
58.28,830
58.3,831
58.32,830
58.34,827
58.36,826
58.38,825
58.4,824
58.42,826
58.44,824
58.46,825
58.48,824
58.5,825
58.52,824
58.54,824
58.56,825
58.58,824
58.6,824
58.62,823
58.64,823
58.66,821
58.68,821
58.7,819
58.72,819
58.74,817
58.76,815
58.78,815
58.8,816
58.82,814
58.84,815
58.86,813
58.88,814
58.9,814
58.92,815
58.94,815
58.96,816
58.98,816
59,817
59.02,816
59.04,817
59.06,816
59.08,817
59.1,818
59.12,820
59.14,821
59.16,822
59.18,825
59.2,826
59.22,826
59.24,827
59.26,827
59.28,828
59.3,828
59.32,829
59.34,830
59.36,831
59.38,833
59.4,834
59.42,835
59.44,836
59.46,838
59.48,838
59.5,839
59.52,840
59.54,841
59.56,841
59.58,842
59.6,843
59.62,844
59.64,845
59.66,848
59.68,847
59.7,848
59.72,846
59.74,847
59.76,846
59.78,844
59.8,844
59.82,844
59.84,846
59.86,846
59.88,847
59.9,845
59.92,846
59.94,846
59.96,844
59.98,844
60,842
60.02,842
60.04,841
60.06,841
60.08,839
60.1,839
60.12,838
60.14,838
60.16,836
60.18,836
60.2,834
60.22,835
60.24,834
60.26,835
60.28,835
60.3,836
60.32,834
60.34,835
60.36,837
60.38,835
60.4,836
60.42,834
60.44,835
60.46,834
60.48,834
60.5,832
60.52,832
60.54,830
60.56,830
60.58,833
60.6,834
60.62,834
60.64,837
60.66,836
60.68,838
60.7,837
60.72,838
60.74,837
60.76,837
60.78,838
60.8,838
60.82,838
60.84,839
60.86,839
60.88,840
60.9,839
60.92,841
60.94,841
60.96,842
60.98,842
61,843
61.02,843
61.04,843
61.06,843
61.08,845
61.1,846
61.12,847
61.14,848
61.16,848
61.18,849
61.2,849
61.22,848
61.24,848
61.26,848
61.28,848
61.3,849
61.32,849
61.34,851
61.36,852
61.38,853
61.4,854
61.42,855
61.44,856
61.46,857
61.48,858
61.5,857
61.52,857
61.54,857
61.56,857
61.58,860
61.6,860
61.62,860
61.64,861
61.66,861
61.68,862
61.7,862
61.72,863
61.74,863
61.76,862
61.78,863
61.8,864
61.82,865
61.84,863
61.86,863
61.88,862
61.9,861
61.92,860
61.94,860
61.96,858
61.98,858
62,855
62.02,854
62.04,851
62.06,848
62.08,847
62.1,846
62.12,844
62.14,842
62.16,842
62.18,839
62.2,836
62.22,835
62.24,833
62.26,831
62.28,830
62.3,830
62.32,830
62.34,829
62.36,828
62.38,828
62.4,829
62.42,828
62.44,827
62.46,827
62.48,828
62.5,830
62.52,831
62.54,831
62.56,832
62.58,834
62.6,836
62.62,837
62.64,838
62.66,840
62.68,842
62.7,843
62.72,843
62.74,845
62.76,847
62.78,849
62.8,850
62.82,850
62.84,852
62.86,854
62.88,855
62.9,855
62.92,856
62.94,856
62.96,856
62.98,855
63,854
63.02,852
63.04,853
63.06,852
63.08,853
63.1,853
63.12,853
63.14,851
63.16,851
63.18,850
63.2,850
63.22,851
63.24,852
63.26,853
63.28,853
63.3,854
63.32,855
63.34,856
63.36,856
63.38,857
63.4,858
63.42,858
63.44,857
63.46,856
63.48,855
63.5,855
63.52,853
63.54,853
63.56,850
63.58,849
63.6,849
63.62,845
63.64,845
63.66,841
63.68,841
63.7,837
63.72,837
63.74,835
63.76,835
63.78,835
63.8,832
63.82,832
63.84,829
63.86,830
63.88,829
63.9,830
63.92,828
63.94,830
63.96,830
63.98,828
64,829
64.02,827
64.04,827
64.06,825
64.08,825
64.1,821
64.12,821
64.14,824
64.16,828
64.18,829
64.2,830
64.22,833
64.24,831
64.26,832
64.28,830
64.3,831
64.32,832
64.34,836
64.36,837
64.38,839
64.4,841
64.42,842
64.44,843
64.46,844
64.48,844
64.5,844
64.52,844
64.54,845
64.56,845
64.58,846
64.6,845
64.62,845
64.64,843
64.66,844
64.68,844
64.7,840
64.72,839
64.74,838
64.76,836
64.78,834
64.8,835
64.82,836
64.84,837
64.86,838
64.88,838
64.9,839
64.92,839
64.94,841
64.96,842
64.98,843
65,843
65.02,844
65.04,845
65.06,847
65.08,848
65.1,848
65.12,851
65.14,850
65.16,851
65.18,851
65.2,852
65.22,852
65.24,853
65.26,853
65.28,853
65.3,854
65.32,852
65.34,853
65.36,852
65.38,851
65.4,850
65.42,850
65.44,850
65.46,849
65.48,849
65.5,848
65.52,848
65.54,846
65.56,846
65.58,844
65.6,844
65.62,843
65.64,840
65.66,839
65.68,836
65.7,835
65.72,828
65.74,826
65.76,821
65.78,817
65.8,816
65.82,811
65.84,810
65.86,808
65.88,807
65.9,807
65.92,807
65.94,806
65.96,807
65.98,808
66,811
66.02,813
66.04,815
66.06,818
66.08,820
66.1,823
66.12,826
66.14,829
66.16,830
66.18,830
66.2,831
66.22,830
66.24,829
66.26,830
66.28,829
66.3,830
66.32,831
66.34,831
66.36,831
66.38,832
66.4,833
66.42,834
66.44,836
66.46,837
66.48,838
66.5,839
66.52,842
66.54,841
66.56,842
66.58,844
66.6,845
66.62,846
66.64,847
66.66,848
66.68,849
66.7,848
66.72,848
66.74,848
66.76,847
66.78,848
66.8,848
66.82,848
66.84,848
66.86,847
66.88,846
66.9,847
66.92,847
66.94,847
66.96,846
66.98,845
67,844
67.02,844
67.04,844
67.06,844
67.08,844
67.1,844
67.12,844
67.14,843
67.16,842
67.18,841
67.2,841
67.22,840
67.24,840
67.26,840
67.28,840
67.3,840
67.32,842
67.34,842
67.36,843
67.38,844
67.4,844
67.42,844
67.44,845
67.46,846
67.48,846
67.5,847
67.52,847
67.54,849
67.56,849
67.58,849
67.6,850
67.62,850
67.64,850
67.66,850
67.68,850
67.7,850
67.72,850
67.74,850
67.76,850
67.78,850
67.8,850
67.82,850
67.84,850
67.86,850
67.88,850
67.9,850
67.92,850
67.94,850
67.96,849
67.98,849
68,849
68.02,849
68.04,850
68.06,850
68.08,851
68.1,851
68.12,851
68.14,851
68.16,851
68.18,852
68.2,852
68.22,852
68.24,852
68.26,852
68.28,851
68.3,852
68.32,852
68.34,852
68.36,851
68.38,851
68.4,850
68.42,849
68.44,848
68.46,846
68.48,846
68.5,843
68.52,843
68.54,842
68.56,842
68.58,840
68.6,840
68.62,838
68.64,836
68.66,835
68.68,832
68.7,831
68.72,829
68.74,828
68.76,827
68.78,826
68.8,825
68.82,824
68.84,824
68.86,823
68.88,823
68.9,821
68.92,821
68.94,820
68.96,820
68.98,819
69,819
69.02,818
69.04,818
69.06,818
69.08,818
69.1,818
69.12,819
69.14,820
69.16,822
69.18,823
69.2,826
69.22,829
69.24,830
69.26,832
69.28,833
69.3,834
69.32,835
69.34,836
69.36,836
69.38,836
69.4,836
69.42,836
69.44,837
69.46,838
69.48,838
69.5,839
69.52,840
69.54,841
69.56,842
69.58,842
69.6,842
69.62,841
69.64,840
69.66,838
69.68,837
69.7,835
69.72,835
69.74,833
69.76,831
69.78,829
69.8,826
69.82,825
69.84,823
69.86,822
69.88,821
69.9,820
69.92,818
69.94,817
69.96,815
69.98,813
70,812
70.02,811
70.04,810
70.06,809
70.08,809
70.1,807
70.12,807
70.14,805
70.16,804
70.18,802
70.2,802
70.22,802
70.24,802
70.26,802
70.28,802
70.3,802
70.32,801
70.34,801
70.36,801
70.38,801
70.4,801
70.42,801
70.44,802
70.46,802
70.48,801
70.5,801
70.52,800
70.54,799
70.56,799
70.58,800
70.6,800
70.62,800
70.64,801
70.66,801
70.68,801
70.7,801
70.72,801
70.74,801
70.76,801
70.78,800
70.8,801
70.82,799
70.84,797
70.86,795
70.88,796
70.9,798
70.92,799
70.94,802
70.96,802
70.98,802
71,802
71.02,801
71.04,801
71.06,800
71.08,801
71.1,800
71.12,801
71.14,801
71.16,801
71.18,801
71.2,802
71.22,803
71.24,803
71.26,804
71.28,805
71.3,804
71.32,805
71.34,806
71.36,804
71.38,806
71.4,807
71.42,809
71.44,807
71.46,808
71.48,808
71.5,808
71.52,809
71.54,810
71.56,809
71.58,809
71.6,809
71.62,810
71.64,809
71.66,810
71.68,812
71.7,812
71.72,812
71.74,812
71.76,812
71.78,813
71.8,814
71.82,815
71.84,815
71.86,817
71.88,818
71.9,819
71.92,820
71.94,821
71.96,821
71.98,823
72,823
72.02,825
72.04,827
72.06,829
72.08,830
72.1,831
72.12,832
72.14,833
72.16,834
72.18,833
72.2,833
72.22,833
72.24,833
72.26,833
72.28,834
72.3,836
72.32,837
72.34,837
72.36,838
72.38,838
72.4,839
72.42,841
72.44,842
72.46,843
72.48,843
72.5,842
72.52,841
72.54,841
72.56,840
72.58,839
72.6,838
72.62,838
72.64,837
72.66,839
72.68,839
72.7,840
72.72,842
72.74,842
72.76,844
72.78,843
72.8,844
72.82,844
72.84,846
72.86,846
72.88,846
72.9,846
72.92,845
72.94,846
72.96,846
72.98,846
73,845
73.02,845
73.04,845
73.06,846
73.08,846
73.1,846
73.12,847
73.14,847
73.16,846
73.18,845
73.2,845
73.22,844
73.24,843
73.26,842
73.28,842
73.3,840
73.32,839
73.34,838
73.36,837
73.38,837
73.4,837
73.42,836
73.44,835
73.46,835
73.48,834
73.5,834
73.52,834
73.54,834
73.56,834
73.58,833
73.6,832
73.62,832
73.64,832
73.66,831
73.68,831
73.7,829
73.72,828
73.74,826
73.76,825
73.78,824
73.8,822
73.82,822
73.84,820
73.86,819
73.88,819
73.9,817
73.92,815
73.94,815
73.96,813
73.98,812
74,811
74.02,811
74.04,810
74.06,809
74.08,809
74.1,809
74.12,810
74.14,810
74.16,811
74.18,812
74.2,812
74.22,813
74.24,814
74.26,814
74.28,814
74.3,815
74.32,814
74.34,815
74.36,815
74.38,815
74.4,815
74.42,816
74.44,816
74.46,816
74.48,817
74.5,817
74.52,816
74.54,816
74.56,816
74.58,816
74.6,816
74.62,817
74.64,816
74.66,817
74.68,818
74.7,818
74.72,818
74.74,818
74.76,819
74.78,819
74.8,821
74.82,823
74.84,823
74.86,823
74.88,824
74.9,824
74.92,824
74.94,824
74.96,824
74.98,824
75,824
75.02,824
75.04,824
75.06,824
75.08,822
75.1,821
75.12,819
75.14,817
75.16,816
75.18,818
75.2,820
75.22,822
75.24,821
75.26,822
75.28,822
75.3,821
75.32,821
75.34,821
75.36,820
75.38,820
75.4,819
75.42,818
75.44,817
75.46,817
75.48,816
75.5,816
75.52,816
75.54,816
75.56,816
75.58,816
75.6,816
75.62,816
75.64,815
75.66,815
75.68,815
75.7,814
75.72,814
75.74,814
75.76,814
75.78,814
75.8,813
75.82,815
75.84,815
75.86,814
75.88,814
75.9,813
75.92,812
75.94,812
75.96,810
75.98,809
76,808
76.02,806
76.04,809
76.06,808
76.08,811
76.1,811
76.12,810
76.14,810
76.16,810
76.18,810
76.2,810
76.22,811
76.24,812
76.26,811
76.28,811
76.3,811
76.32,811
76.34,811
76.36,810
76.38,810
76.4,809
76.42,809
76.44,809
76.46,809
76.48,809
76.5,809
76.52,809
76.54,809
76.56,808
76.58,808
76.6,807
76.62,806
76.64,806
76.66,806
76.68,805
76.7,804
76.72,803
76.74,802
76.76,799
76.78,792
76.8,795
76.82,802
76.84,801
76.86,799
76.88,801
76.9,801
76.92,800
76.94,802
76.96,802
76.98,802
77,801
77.02,802
77.04,803
77.06,802
77.08,803
77.1,804
77.12,804
77.14,801
77.16,795
77.18,794
77.2,799
77.22,805
77.24,806
77.26,806
77.28,805
77.3,805
77.32,804
77.34,804
77.36,804
77.38,803
77.4,803
77.42,803
77.44,802
77.46,802
77.48,801
77.5,801
77.52,800
77.54,800
77.56,799
77.58,799
77.6,799
77.62,799
77.64,799
77.66,799
77.68,799
77.7,798
77.72,798
77.74,798
77.76,797
77.78,797
77.8,797
77.82,797
77.84,797
77.86,797
77.88,796
77.9,796
77.92,793
77.94,791
77.96,790
77.98,792
78,794
78.02,793
78.04,794
78.06,794
78.08,793
78.1,793
78.12,794
78.14,793
78.16,793
78.18,793
78.2,792
78.22,792
78.24,792
78.26,791
78.28,791
78.3,792
78.32,792
78.34,791
78.36,792
78.38,793
78.4,792
78.42,790
78.44,789
78.46,788
78.48,786
78.5,785
78.52,784
78.54,785
78.56,785
78.58,784
78.6,784
78.62,784
78.64,782
78.66,782
78.68,783
78.7,784
78.72,784
78.74,783
78.76,783
78.78,782
78.8,782
78.82,782
78.84,781
78.86,780
78.88,780
78.9,779
78.92,779
78.94,779
78.96,778
78.98,778
79,777
79.02,777
79.04,776
79.06,775
79.08,775
79.1,774
79.12,775
79.14,776
79.16,776
79.18,777
79.2,776
79.22,776
79.24,775
79.26,776
79.28,775
79.3,776
79.32,777
79.34,776
79.36,777
79.38,779
79.4,779
79.42,779
79.44,778
79.46,777
79.48,778
79.5,778
79.52,777
79.54,776
79.56,775
79.58,776
79.6,775
79.62,777
79.64,781
79.66,780
79.68,780
79.7,781
79.72,780
79.74,781
79.76,781
79.78,780
79.8,781
79.82,781
79.84,781
79.86,781
79.88,782
79.9,781
79.92,779
79.94,777
79.96,775
79.98,773
80,770
80.02,771
80.04,771
80.06,775
80.08,778
80.1,776
80.12,776
80.14,775
80.16,773
80.18,773
80.2,772
80.22,771
80.24,772
80.26,773
80.28,772
80.3,771
80.32,769
80.34,768
80.36,768
80.38,767
80.4,766
80.42,765
80.44,765
80.46,764
80.48,764
80.5,762
80.52,760
80.54,760
80.56,761
80.58,762
80.6,762
80.62,763
80.64,765
80.66,765
80.68,765
80.7,765
80.72,764
80.74,764
80.76,764
80.78,764
80.8,761
80.82,759
80.84,758
80.86,758
80.88,757
80.9,756
80.92,755
80.94,756
80.96,756
80.98,755
81,755
81.02,754
81.04,754
81.06,754
81.08,753
81.1,752
81.12,752
81.14,752
81.16,752
81.18,752
81.2,752
81.22,752
81.24,752
81.26,752
81.28,752
81.3,752
81.32,752
81.34,753
81.36,753
81.38,753
81.4,754
81.42,754
81.44,755
81.46,755
81.48,755
81.5,755
81.52,755
81.54,755
81.56,755
81.58,756
81.6,755
81.62,755
81.64,755
81.66,756
81.68,755
81.7,756
81.72,756
81.74,756
81.76,756
81.78,756
81.8,757
81.82,757
81.84,757
81.86,758
81.88,759
81.9,759
81.92,759
81.94,760
81.96,760
81.98,760
82,761
82.02,762
82.04,762
82.06,763
82.08,763
82.1,763
82.12,762
82.14,762
82.16,761
82.18,761
82.2,760
82.22,757
82.24,757
82.26,755
82.28,755
82.3,756
82.32,757
82.34,757
82.36,758
82.38,759
82.4,759
82.42,760
82.44,759
82.46,760
82.48,760
82.5,758
82.52,756
82.54,755
82.56,752
82.58,752
82.6,753
82.62,753
82.64,751
82.66,750
82.68,750
82.7,748
82.72,748
82.74,748
82.76,749
82.78,749
82.8,749
82.82,748
82.84,747
82.86,747
82.88,747
82.9,747
82.92,747
82.94,747
82.96,747
82.98,747
83,747
83.02,747
83.04,747
83.06,747
83.08,746
83.1,745
83.12,744
83.14,746
83.16,747
83.18,747
83.2,747
83.22,748
83.24,747
83.26,747
83.28,748
83.3,748
83.32,748
83.34,748
83.36,749
83.38,749
83.4,749
83.42,750
83.44,750
83.46,750
83.48,751
83.5,751
83.52,752
83.54,754
83.56,755
83.58,756
83.6,758
83.62,758
83.64,758
83.66,759
83.68,761
83.7,762
83.72,763
83.74,764
83.76,764
83.78,763
83.8,763
83.82,763
83.84,762
83.86,761
83.88,759
83.9,759
83.92,757
83.94,755
83.96,754
83.98,751
84,750
84.02,749
84.04,749
84.06,748
84.08,748
84.1,748
84.12,749
84.14,749
84.16,749
84.18,747
84.2,744
84.22,742
84.24,744
84.26,747
84.28,748
84.3,749
84.32,749
84.34,749
84.36,749
84.38,748
84.4,748
84.42,749
84.44,748
84.46,747
84.48,747
84.5,747
84.52,746
84.54,746
84.56,746
84.58,746
84.6,745
84.62,745
84.64,745
84.66,744
84.68,745
84.7,745
84.72,745
84.74,745
84.76,745
84.78,746
84.8,746
84.82,744
84.84,743
84.86,741
84.88,741
84.9,739
84.92,741
84.94,741
84.96,743
84.98,744
85,744
85.02,743
85.04,745
85.06,747
85.08,747
85.1,745
85.12,744
85.14,742
85.16,743
85.18,745
85.2,749
85.22,751
85.24,752
85.26,752
85.28,752
85.3,752
85.32,753
85.34,753
85.36,752
85.38,752
85.4,752
85.42,753
85.44,753
85.46,753
85.48,753
85.5,753
85.52,754
85.54,754
85.56,754
85.58,753
85.6,753
85.62,753
85.64,753
85.66,751
85.68,751
85.7,752
85.72,752
85.74,752
85.76,752
85.78,752
85.8,752
85.82,752
85.84,753
85.86,753
85.88,753
85.9,753
85.92,753
85.94,755
85.96,756
85.98,757
86,756
86.02,757
86.04,757
86.06,757
86.08,758
86.1,758
86.12,759
86.14,759
86.16,759
86.18,759
86.2,759
86.22,759
86.24,759
86.26,759
86.28,758
86.3,757
86.32,756
86.34,756
86.36,756
86.38,757
86.4,757
86.42,757
86.44,756
86.46,755
86.48,755
86.5,754
86.52,754
86.54,753
86.56,752
86.58,756
86.6,757
86.62,756
86.64,755
86.66,755
86.68,755
86.7,756
86.72,757
86.74,757
86.76,757
86.78,756
86.8,756
86.82,755
86.84,754
86.86,753
86.88,752
86.9,752
86.92,751
86.94,748
86.96,745
86.98,741
87,747
87.02,748
87.04,747
87.06,748
87.08,747
87.1,746
87.12,744
87.14,744
87.16,743
87.18,742
87.2,741
87.22,742
87.24,741
87.26,740
87.28,739
87.3,738
87.32,737
87.34,736
87.36,735
87.38,735
87.4,734
87.42,733
87.44,732
87.46,732
87.48,731
87.5,730
87.52,730
87.54,730
87.56,729
87.58,728
87.6,728
87.62,727
87.64,726
87.66,725
87.68,724
87.7,724
87.72,723
87.74,723
87.76,722
87.78,726
87.8,726
87.82,727
87.84,728
87.86,727
87.88,728
87.9,728
87.92,728
87.94,727
87.96,727
87.98,728
88,728
88.02,729
88.04,729
88.06,730
88.08,730
88.1,730
88.12,731
88.14,731
88.16,731
88.18,731
88.2,732
88.22,732
88.24,732
88.26,732
88.28,731
88.3,728
88.32,730
88.34,732
88.36,731
88.38,732
88.4,733
88.42,732
88.44,733
88.46,733
88.48,733
88.5,733
88.52,733
88.54,733
88.56,733
88.58,733
88.6,734
88.62,734
88.64,734
88.66,735
88.68,736
88.7,736
88.72,738
88.74,738
88.76,737
88.78,737
88.8,737
88.82,735
88.84,736
88.86,736
88.88,738
88.9,739
88.92,738
88.94,738
88.96,739
88.98,739
89,743
89.02,745
89.04,745
89.06,747
89.08,748
89.1,747
89.12,746
89.14,745
89.16,747
89.18,747
89.2,749
89.22,748
89.24,747
89.26,746
89.28,748
89.3,752
89.32,755
89.34,753
89.36,754
89.38,753
89.4,754
89.42,753
89.44,752
89.46,753
89.48,752
89.5,753
89.52,754
89.54,753
89.56,755
89.58,753
89.6,753
89.62,753
89.64,753
89.66,754
89.68,754
89.7,756
89.72,757
89.74,756
89.76,757
89.78,756
89.8,757
89.82,758
89.84,758
89.86,759
89.88,759
89.9,760
89.92,760
89.94,760
89.96,760
89.98,760
90,761
90.02,761
90.04,761
90.06,761
90.08,760
90.1,759
90.12,759
90.14,758
90.16,758
90.18,757
90.2,757
90.22,757
90.24,756
90.26,756
90.28,756
90.3,756
90.32,755
90.34,754
90.36,755
90.38,753
90.4,754
90.42,754
90.44,751
90.46,751
90.48,750
90.5,749
90.52,749
90.54,747
90.56,746
90.58,744
90.6,742
90.62,742
90.64,740
90.66,740
90.68,738
90.7,739
90.72,740
90.74,738
90.76,738
90.78,739
90.8,741
90.82,741
90.84,743
90.86,744
90.88,744
90.9,746
90.92,746
90.94,747
90.96,748
90.98,748
91,748
91.02,749
91.04,749
91.06,750
91.08,752
91.1,753
91.12,753
91.14,753
91.16,752
91.18,751
91.2,752
91.22,753
91.24,754
91.26,754
91.28,755
91.3,756
91.32,756
91.34,756
91.36,757
91.38,756
91.4,754
91.42,753
91.44,753
91.46,751
91.48,750
91.5,749
91.52,748
91.54,747
91.56,746
91.58,744
91.6,742
91.62,740
91.64,741
91.66,739
91.68,736
91.7,734
91.72,732
91.74,731
91.76,729
91.78,728
91.8,727
91.82,727
91.84,724
91.86,721
91.88,721
91.9,720
91.92,719
91.94,719
91.96,719
91.98,718
92,718
92.02,716
92.04,715
92.06,714
92.08,713
92.1,712
92.12,711
92.14,709
92.16,708
92.18,708
92.2,707
92.22,706
92.24,703
92.26,701
92.28,699
92.3,698
,697.5
92.32,#REF!
,#REF!
92.34,#REF!
92.36,#REF!
92.38,#REF!
92.4,#REF!
92.42,#REF!
92.44,#REF!
,#REF!
,677
92.46,677
,677
92.48,677
92.5,#REF!
92.52,#REF!
92.54,#REF!
92.56,#REF!
92.58,#REF!
,#REF!
92.6,#REF!
,695.5
92.62,696
92.64,698
92.66,699
92.68,702
92.7,703
92.72,705
92.74,706
92.76,708
92.78,711
92.8,713
92.82,718
92.84,721
92.86,726
92.88,728
92.9,732
92.92,734
92.94,737
92.96,742
92.98,743
93,746
93.02,747
93.04,750
93.06,750
93.08,750
93.1,749
93.12,747
93.14,745
93.16,745
93.18,744
93.2,742
93.22,740
93.24,739
93.26,737
93.28,735
93.3,733
